Name,Brand,Price,DiscountedPrice,Category,SubCategory,Quantity,Description,BreadCrumbs
Grace Perfumed Talc,Grace,109,54,Personal Care,Skin Care,200 gm,"OverviewYour perfect freshness companion, this perfumed talcum powder makes you feel fresh, helps get rid of skin irritation and absorbs moisture. This is a perfect-sized bottle that you can carry along wherever you go.Key Features- Long lasting fragrance- Helps you feel fresh- Absorbs sweat- Cooling propertyBenefits- Talcum powder absorbs sweat and moisture, making it a must-have all throughout the year and especially during summer.- Applying talcum powder minimises friction, thus reducing sweat production.- The fragrance of this talcum powder is long-lasting, ensuring all day freshness.",Personal Care > Skin Care
Pond's Magic Freshness Talcum Powder - Acacia Honey,Pond's,135,115,Personal Care,Skin Care,100 gm,India,Personal Care > Skin Care
White Tone Pearl Face Powder,,125,85,Personal Care,Skin Care,75 gm,"Key FeaturesSoft and smooth formulaIngredientsTalc, Aluminium Starch Octenylsuccinate, Calcium Carbonate, Magnesium Stearate, Titanium Dioxide, Mica, Alumina, Silica, Polymethylsilsesquioxane, Perfume, Dimethicone, Vinyldimethicone, CrosspolymerHow to UseApply as and when requiredOther must know InformationFor external use onlyStorage InstructionsStore in a cool dry place",Personal Care > Skin Care
Yardley English Lavender Talcum Powder,Yardley,230,165,Personal Care,Skin Care,250 gm,"
A talcum powder that is delicately scented with the fragrance of therapeutic lavender oil and spicy musk, each grain that feels like an individual thread of pure silk - Yardley’s signature English Lavender Talc caresses your body, leaving it feeling silky smooth and fresh all day long.

*Actual packaging may vary from the Image
",Personal Care > Skin Care
Yardley London Gold Deodorising Talcum Powder,Yardley,230,165,Personal Care,Skin Care,250 gm,"
Start your day on a fresh note with Yardley’s Gold Talc. A gentle, distinctive fragrance that keeps you cool and breezy no matter how high the temperatures soar, this talc is for the quintessential Englishman of action.

*Actual packaging may vary from the Image
",Personal Care > Skin Care
Pond's Sandal Radiance Talcum Powder - Natural Sunscreen,Pond's,135,123,Personal Care,Skin Care,100 gm,"
Mesmerize everyone with your subtle fragrance when you use Pond’s Sandal Talcum Powder. This powder, with it's essential sandalwood aroma is designed to keep feeling soothed and fresh for a long time. Its silky texture is easy to apply and is highly effective. This powder keeps you feeling dry and clean even during sultry days of the summer season and its sandalwood fragrance will protect you against body odours. The powder is multipurpose as it also comes with Sun Protection formula. You can use this powder to protect your skin against harmful effects of UV rays. It also helps to conserve and restore the natural glow of your skin. Buy the Pond’s Sandal Talcum Powder now!

*Actual packaging may vary from the Image
",Personal Care > Skin Care
Grace Sandalwood Perfume Talc,Grace,109,54,Personal Care,Skin Care,200 gm,"OverviewThe scent of sandalwood can make you feel refreshed, all day long! Your perfect freshness companion, this perfumed talcum powder also helps get rid of skin irritation and absorbs moisture. This is a perfect-sized bottle that you can carry along wherever you go.Key Features- Sandalwood fragrance- Helps you feel fresh- Absorbs sweat- Cooling propertyBenefits- Talcum powder absorbs sweat and moisture, making it a must-have all throughout the year and especially during summer.- Applying talcum powder minimises friction, thus reducing sweat production.- The fragrance of this talcum powder is long-lasting, ensuring all day freshness.",Personal Care > Skin Care
Grace Charm Perfume Talc,Grace,109,54,Personal Care,Skin Care,200 gm,"OverviewYour perfect freshness companion, this perfumed talcum powder makes you feel fresh, helps get rid of skin irritation and absorbs moisture. This is a perfect-sized bottle that you can carry along wherever you go.Key Features- Long lasting fragrance- Helps you feel fresh- Absorbs sweat- Cooling propertyBenefits - Talcum powder absorbs sweat and moisture, making it a must-have all throughout the year and especially during summer. - Applying talcum powder minimises friction, thus reducing sweat production. - The fragrance of this talcum powder is long-lasting, ensuring all day freshness.",Personal Care > Skin Care
Candid Daily Calamine Talc,Candid,129,64,Personal Care,Skin Care,100 gm,"While we work to ensure that the product information is correct, actual product packaging and material may contain more or different information from what is given here. Please read the product labels, description, directions, warning and other information that comes with the actual product before use.",Personal Care > Skin Care
Nivea Men Active Clean Shower Gel,Nivea,499,309,Personal Care,Skin Care,500 ml,"
*Actual packaging may vary from the Image

Note : Product in stock will be delivered basis availability
",Personal Care > Skin Care
Fiama Blackcurrant & Bearberry Shower Gel,Fiama,449,289,Personal Care,Skin Care,500 ml,OverviewLuxurious bathing experience meets irresistible and glowing skin. Its skin conditioners make your skin radiant and soft. Its unique formula with luscious fragrance and indulgent lather provides you with a delightful bath. How to UsePour shower gel on a wet loofah.Apply gently over your wet body. The opulent feel of glitter beads.,Personal Care > Skin Care
Nivea Fresh Powerfruit Shower Gel,Nivea,199,134,Personal Care,Skin Care,250 ml,"OverviewNivea Shower Gel is an exclusive mixture of Powerfruit and nourishing skincare. Relax with the delicate acai berry aroma while the shower gel, including antioxidants and blueberry, efficiently cleanses your skin, leaving it feeling flexible and well cared for.  How to Use- Pour Nivea shower gel onto wet hands, washcloth or pouffes.- Massage over body.- Rinse off.",Personal Care > Skin Care
Nivea Shower Gel Frangipani & Oil,Nivea,499,374,Personal Care,Skin Care,500 ml,"
Tempting freshness meets pampering care.
",Personal Care > Skin Care
Fiama Lemongrass & Jojoba Shower Gel,Fiama,449,249,Personal Care,Skin Care,500 ml,"Key FeaturesRejuvenated Skin  Infused with natural extracts of Lemongrass and Jojoba oil that is the perfect rejuvenator for your skin.Soft Exfoliated Skin  The exfoliation beads in the Shower Gel gently exfoliate your skin leaving it soft and glowing.Supple skin  It contains Skin Conditioners and Moisture Lock it helps to retain moisture of the skin to make it softer, smoother and supple.The soft, buttery gel lathers well on the skin and washes away dirt to make it clean and clear.",Personal Care > Skin Care
Palmolive Aroma Morning Tonic Shower Gel,Palmolive,539,324,Personal Care,Skin Care,750 ml,"Key Features- Soothing Fragrance: From enchanting your senses with its pleasant aroma to cleansing, our beautifully fragrant body wash transforms every shower into a soothing experience reconnecting you with nature. Unveil the new you every blissful shower moment.- Relax And Unwind: The desire to feel clean and fresh is important to everyone. Palmolive Aroma Absolute Relax shower gel cleanses your body, makes you relax and leaves your skin feeling soft & smooth for a hygienic experience & brilliant beauty all day.- 100% Natural Oils & Extracts: Palmolive Absolute Relax shower gel contains a perfect blend of 100% natural Ylang Ylang Essential Oil and Iris Extracts to provide you with the essence of a blissful shower moment any time! Free of Parabens & Silicones- How To Use: Pour a little of our body wash onto a loofah or wet cloth. Squeeze to create lather. Apply all over your body, cleanse and rinse off for a clean and refreshing feeling. For the best results, use a loofah to work up a rich and fragrant lather from our shower gel- Committed To Nature: We care for our planet as much as we do for you. Our formula is gently crafted to care for your skin, leaving it feeling soft & loved. That&rsquo;s why we&rsquo;re committed to using carefully selected and responsibly sourced ingredients in our body wash.",Personal Care > Skin Care
Mamaearth Ubtan Body Wash For Glowing Skin,Mamaearth,349,239,Personal Care,Skin Care,300 ml,"Overview Turmeric A time-tested ingredient, Turmeric imparts an instant glow to the skin. It reduces signs of ageing, protects the skin from sun damage, and brightens skin tone. Ubtan Body Wash has saffron, vitamin and antioxidants. Saffron soothes the skin while adding natural radiance. It also helps in cell repair.   How To Use- Pour a coin-sized amount of the body washes on your hand or loofah.- Gently rub it on your wet body, working into a lather.- Rinse off with water and towel dry.  Suitable For- Men and women of age 15 years and above.- The Ubtan Body Wash is suitable for all skin types.",Personal Care > Skin Care
Nivea Waterlily & Oil Shower Gel,Nivea,225,139,Personal Care,Skin Care,250 ml,"
Tempting freshness meets pampering care.
",Personal Care > Skin Care
Nivea Lemon & Oil Shower Gel,Nivea,225,139,Personal Care,Skin Care,250 ml,"
Tempting freshness meets pampering care.
",Personal Care > Skin Care
Grace Citrus Passion Shower Gel,Grace,150,89,Personal Care,Skin Care,250 ml,"OverviewMesmerising citrus freshness combined with passionate care. Look forward to every morning of a refreshing shower with the new Grace Citrus Passion Shower Gel. It is formulated to pamper your skin, leaving it fresh and moisturised through the day. It will tempt you to take another shower in the evening, to feel rejuvenated.Key Features- Suitable for all skin types- pH Balanced- RefreshingHow to Use- Just squeeze out a small quantity of shower gel in your palm.- Mix with water to work up a lather.- Apply on your face and body while gently massaging.- Rinse and dry.",Personal Care > Skin Care
Nivea Frangipani & Oil Shower Gel,Nivea,259,155,Personal Care,Skin Care,250 ml,"
Tempting freshness meets pampering care.
",Personal Care > Skin Care
Nivea Men Pure Impact Shower Gel,Nivea,199,144,Personal Care,Skin Care,250 ml,"
Innovative 3-in-1 shower gel for body, face & hair.
",Personal Care > Skin Care
Grace Deep Impact Shower Gel,Grace,150,89,Personal Care,Skin Care,250 ml,"OverviewAn invigorating blend of musk and spices! Experience an exhilarating bath with this fragrant blend of musk and spices with the new Grace Deep Impact Shower Gel. The superior formula ensures soft, smooth skin and the unique fragrance activates your senses.Key Features- Germ Protection- Moisturising Soap- Gentle Touch- Super Saver Pack",Personal Care > Skin Care
Palmolive Aroma Absolute Relax Shower Gel,Palmolive,539,350,Personal Care,Skin Care,750 ml,"OverviewInfused with 100% natural Ylang Ylang Essential Oil & Iris extracts, Palmolive Aroma Absolute Relax body wash helps relax your body and leaves your skin feeling soft and smooth. Immerse yourself in the pleasing fragrance of delicate Iris Extracts for a relaxing bathing experience Key Features Suitable for both men and womenpH balanced formula100% soap free Benefits Ylang ylang essential oil to relax youIris extract rejuvenates the skinLeaves your skin feeling soft How to Use Wet the loofah.Dispense shower gel on it.Apply gently over wet skin.Rinse off.",Personal Care > Skin Care
